CO,NO2,Temperature,Humidity
5.67,94.0,1.37,42.33
9.46,61.5,14.85,26.04
3.32,39.11,7.52,38.67
7.82,81.9,12.97,78.02
3.99,75.41,37.8,65.08
5.12,35.81,23.92,47.33
7.43,89.58,0.83,83.26
9.64,65.53,9.43,21.37
4.19,6.67,14.02,41.66
5.24,31.77,19.16,85.36
5.86,39.56,24.14,15.73
6.63,14.46,6.12,94.9
6.2,31.17,4.74,46.68
0.83,73.02,33.3,31.69
8.07,80.26,11.21,32.67
6.09,63.48,7.17,88.96
9.03,30.48,11.3,28.12
1.9,96.23,21.51,83.1
6.37,5.58,17.17,70.66
6.09,9.17,5.37,77.6
9.68,42.1,17.69,16.23
4.24,57.19,25.67,97.05
1.11,93.12,29.85,98.83
2.75,38.04,29.17,77.24
1.14,24.05,4.93,79.21
2.77,79.67,0.68,64.1
3.47,23.31,22.41,11.54
0.85,17.66,2.55,33.12
2.53,53.39,19.08,97.13
0.58,65.49,4.49,43.45
0.51,89.13,39.39,58.6
7.62,84.79,7.07,86.16
6.97,49.36,13.01,18.11
9.51,27.57,0.19,58.94
7.83,49.79,27.01,32.61
3.5,33.25,9.77,32.84
3.51,88.57,35.71,56.57
1.07,65.5,3.49,11.62
5.05,99.0,10.76,71.21
0.96,97.29,28.41,20.32
1.67,65.52,37.07,53.07
6.61,94.96,17.41,75.29
4.67,67.38,20.88,58.85
9.32,88.71,5.47,78.29
8.7,66.76,5.45,67.91
2.26,20.9,6.03,39.05
6.68,58.31,3.44,40.17
5.63,79.33,22.29,80.52
5.97,95.17,16.55,34.9
4.63,92.97,13.65,81.26
9.17,8.37,38.9,47.78
2.75,85.29,6.68,43.19
5.5,63.86,32.11,71.02
0.52,87.88,15.76,43.57
2.98,6.65,10.69,15.81
7.12,75.6,24.54,63.12
3.0,17.48,9.08,49.7
4.27,54.1,0.49,37.02
5.34,83.0,25.0,69.19
1.7,73.71,27.46,51.14
4.23,67.55,31.88,39.79
4.2,21.67,19.6,85.39
9.89,46.82,15.56,76.85
3.76,97.26,27.47,82.9
9.88,20.12,11.94,82.28
9.37,70.71,39.76,70.19
4.25,87.96,23.6,19.04
6.37,65.3,10.06,25.11
2.26,64.78,34.55,77.93
6.61,97.6,35.91,96.52
6.43,79.92,35.28,25.02
9.71,24.13,16.15,40.71
4.04,46.51,26.61,85.81
5.25,82.0,35.65,59.59
4.2,7.35,8.04,57.11
5.75,94.2,29.87,92.37
6.91,94.91,3.66,87.48
8.79,30.79,25.98,25.84
3.41,62.54,9.0,38.54
1.0,94.86,10.56,49.75
4.1,28.27,21.92,58.06
2.54,59.97,23.21,32.22
7.35,70.9,33.76,26.68
7.31,92.43,39.0,93.4
7.36,59.45,18.2,86.38
9.24,70.76,24.25,68.91
4.7,40.93,30.85,54.76
0.38,82.33,1.29,75.54
0.46,60.44,39.18,36.44
0.26,93.26,29.33,61.51
0.88,94.32,16.89,62.38
9.65,22.61,29.68,64.02
8.74,59.2,3.92,45.43
2.49,28.73,25.11,14.0
1.61,19.01,34.8,91.62
4.36,26.37,15.66,22.63
9.1,21.42,21.51,54.1
9.63,96.29,3.96,94.08
2.84,78.2,37.6,47.13
2.18,71.12,25.98,78.61
1.63,30.47,22.62,29.66
5.56,59.71,32.71,41.71
5.66,97.1,12.83,97.02
4.41,98.72,38.83,54.3
4.12,65.73,18.04,20.94
9.68,59.95,9.23,19.85
0.17,6.47,26.51,19.18
1.49,21.07,38.99,27.02
4.96,34.77,32.87,22.51
1.47,50.55,36.94,20.0
9.57,15.26,6.5,17.12
4.04,79.25,15.41,40.98
2.07,8.61,12.19,32.19
7.57,63.36,25.75,88.94
7.92,56.32,11.39,38.26
0.16,32.77,37.71,99.58
4.1,99.66,19.26,31.43
8.97,48.41,37.92,98.99
9.63,7.88,35.0,70.74
9.79,86.24,6.66,95.99
0.68,47.56,11.87,96.72
1.48,71.75,27.83,47.61
8.94,27.2,27.38,88.28
7.56,13.5,9.3,65.22
9.6,44.58,23.97,91.1
8.19,87.29,6.55,90.39
7.06,7.8,0.35,48.83
3.67,95.72,8.62,82.52
2.49,82.13,29.25,94.43
8.08,53.72,37.19,59.18
5.23,70.87,28.32,74.16
1.41,80.24,33.07,36.71
6.31,23.01,12.25,31.13
2.99,90.93,4.26,60.46
5.87,43.81,21.41,30.78
6.87,30.96,2.91,93.68
4.4,68.43,7.23,41.57
3.15,40.58,1.36,23.2
9.62,48.2,20.0,16.26
4.65,25.44,28.71,63.27
6.74,65.23,0.11,73.15
9.1,18.32,14.71,54.47
1.43,19.79,0.2,99.54
3.76,92.34,26.89,82.92
3.47,31.0,10.76,97.66
7.67,34.96,32.25,87.28
9.19,24.36,39.38,89.53
3.88,56.4,8.87,34.75
9.67,20.89,29.2,95.45
5.31,13.9,9.4,53.73
4.11,44.32,11.36,87.33
9.46,68.27,12.97,16.59
4.56,38.17,17.78,87.41
2.96,62.22,33.65,39.84
7.05,50.39,16.24,13.94
3.74,94.27,22.67,94.9
9.39,78.2,20.63,94.11
0.28,29.95,3.54,91.5
1.91,37.87,11.39,87.7
5.59,77.87,35.33,36.82
0.19,98.89,16.79,36.89
6.76,84.86,22.77,69.56
9.51,53.14,36.52,64.89
6.43,46.13,29.25,42.4
4.85,97.18,17.06,96.07
6.21,29.83,1.1,82.78
7.83,90.49,31.89,26.8
3.06,47.2,20.69,82.01
0.35,77.75,6.87,16.2
3.06,21.55,9.48,25.06
5.73,28.91,25.16,64.34
1.81,62.23,30.62,70.96
5.48,18.8,1.84,11.51
5.87,8.38,18.07,13.84
2.36,98.75,28.08,76.44
5.69,9.34,5.12,91.26
1.28,55.3,18.54,46.24
3.76,8.67,0.16,81.0
1.58,9.85,33.3,17.52
4.02,91.02,3.75,49.47
4.17,96.77,7.43,81.91
8.8,46.86,0.54,83.29
8.82,60.51,23.33,69.33
8.24,32.04,16.2,58.22
1.9,56.6,15.08,13.68
5.94,56.7,25.01,77.07
3.31,50.0,30.05,99.26
0.4,66.43,27.18,30.27
2.37,75.89,29.62,41.1
1.43,73.77,10.02,67.52
3.38,75.54,34.97,10.12
0.9,96.69,36.0,19.47
1.42,50.33,0.15,23.51
8.73,9.65,33.23,81.78
0.15,87.29,18.49,47.92
5.09,43.45,0.05,85.31
4.9,43.25,36.19,20.27
0.21,81.61,21.05,97.39
3.43,61.41,38.62,35.38
4.89,66.03,12.19,93.05
7.95,42.34,23.13,74.07
8.71,74.42,24.74,91.75
6.82,67.97,36.61,99.02
6.18,13.64,10.54,60.62
1.66,49.62,1.53,63.37
5.59,79.84,29.71,99.55
0.9,63.08,38.8,19.52
0.56,28.87,3.77,83.7
6.34,88.56,25.35,70.61
1.38,15.77,15.88,38.29
7.46,75.21,7.54,85.14
5.5,39.83,2.18,44.43
4.54,54.62,26.96,78.42
2.26,18.54,31.92,83.77
1.53,74.77,28.58,24.12
7.89,95.06,27.08,95.89
1.37,38.41,0.93,23.22
7.69,13.72,6.06,11.75
4.81,7.55,12.44,74.14
1.54,87.97,0.77,40.1
2.92,91.82,20.72,64.65
8.14,15.99,23.64,33.09
9.86,57.25,24.66,26.45
5.81,80.52,38.98,92.03
2.76,74.08,17.22,47.86
9.27,77.52,8.04,60.74
9.88,17.16,35.75,11.0
6.47,23.82,34.86,41.15
8.18,94.41,31.69,73.09
9.49,27.06,32.75,90.89
3.56,60.56,37.23,32.97
4.17,81.55,7.81,30.91
7.81,46.37,8.12,55.09
8.73,93.08,2.75,19.47
8.39,7.93,5.51,28.97
4.35,35.03,30.07,18.87
3.86,77.99,4.71,85.75
2.62,89.19,21.68,43.41
6.77,70.33,6.5,28.97
9.95,41.14,24.42,79.99
2.25,84.86,19.03,89.58
7.51,89.75,4.44,42.5
8.69,40.54,21.34,77.0
7.24,56.7,3.87,89.57
1.6,77.04,29.3,97.41
3.56,11.95,9.55,41.84
3.62,96.18,3.37,54.42
0.79,79.9,27.11,85.47
0.96,94.88,27.01,85.8
8.73,66.24,27.4,53.26
6.43,5.96,23.27,74.84
4.78,34.17,4.46,87.74
1.38,77.43,15.27,23.97
9.75,87.64,14.27,27.44
9.18,68.88,32.94,79.43
1.96,57.88,10.78,26.45
0.94,29.63,19.03,68.08
1.35,73.02,19.39,24.29
0.8,22.98,31.53,58.39
7.75,73.31,24.4,85.3
7.66,26.94,24.68,48.99
9.59,34.97,4.85,90.88
9.84,69.0,3.37,63.39
5.18,79.49,10.58,30.48
9.58,86.92,9.36,33.11
4.36,63.14,15.11,78.32
4.09,19.86,37.07,39.45
7.48,93.11,25.94,29.23
0.97,23.84,2.25,18.88
3.84,56.77,18.65,99.6
2.96,52.61,6.98,35.69
7.72,45.5,23.66,12.98
2.83,11.18,27.08,85.48
6.08,52.89,6.4,36.75
2.67,22.98,4.19,37.21
1.26,28.24,10.85,65.63
9.16,9.03,32.51,63.11
2.55,12.16,13.47,38.16
7.31,5.37,2.3,42.51
6.59,45.66,13.77,89.83
1.71,74.55,16.44,85.77
6.35,80.09,27.58,58.72
2.68,65.85,11.29,33.97
6.9,79.62,38.18,64.11
9.15,23.51,20.55,84.4
5.61,82.95,9.21,85.66
6.68,12.48,15.39,92.17
8.63,80.77,36.46,66.36
7.9,26.01,29.89,48.5
9.58,30.52,4.96,29.27
9.48,47.09,34.95,52.44
7.7,8.83,2.93,27.61
7.41,7.26,10.92,59.82
6.51,26.77,15.94,64.6
5.94,68.16,9.15,48.35
6.44,82.7,23.62,92.79
1.85,77.44,18.41,77.36
4.18,29.08,16.57,14.2
5.91,29.96,38.41,88.23
2.73,85.83,10.78,96.91
2.88,17.15,7.41,30.04
5.55,43.24,20.09,44.03
3.78,73.82,38.57,64.95
6.07,61.9,21.62,17.61
6.58,65.72,25.65,36.05
6.5,76.71,16.71,86.93
7.82,38.09,11.45,58.41
2.08,64.88,30.93,59.43
3.25,93.67,15.88,15.04
5.98,86.68,19.12,12.07
0.67,6.42,25.12,54.04
0.78,30.11,29.74,45.6
8.3,6.42,7.21,64.05
4.54,66.01,10.52,80.77
5.21,92.23,11.81,60.44
7.39,12.34,4.44,61.48
4.7,6.12,9.45,42.0
1.22,44.2,4.21,10.43
9.29,44.62,23.41,61.08
2.66,20.59,14.27,29.23
8.58,32.09,1.48,32.61
9.04,30.89,18.83,72.92
2.0,7.36,32.74,47.67
1.41,18.61,31.5,23.06
6.41,8.17,13.39,81.26
5.33,34.62,15.51,35.73
8.54,70.09,12.68,81.02
1.83,26.86,30.3,44.17
2.47,94.61,24.08,67.28
0.74,61.54,13.76,14.88
2.14,78.86,2.7,65.38
0.24,90.12,16.3,28.58
5.53,50.72,39.45,10.65
6.52,23.38,19.47,87.37
5.78,74.91,36.15,74.6
2.82,48.72,5.83,98.28
1.17,16.41,6.89,30.78
5.01,82.82,21.04,26.52
7.3,16.3,33.07,24.47
4.27,69.33,27.57,66.85
4.69,70.8,31.45,39.74
6.69,76.52,8.84,61.13
3.36,92.55,9.05,37.73
4.52,42.01,24.46,68.4
5.24,27.95,32.59,65.91
6.16,95.78,30.57,61.93
4.66,59.27,27.92,65.76
7.86,65.5,7.09,29.15
3.25,50.04,26.58,36.6
7.57,32.81,8.09,73.26
9.12,15.82,37.36,19.96
0.98,54.45,12.47,24.01
0.1,12.94,9.6,79.16
7.72,50.33,5.22,86.25
2.26,71.03,31.91,20.28
0.95,40.46,30.54,71.13
5.79,73.19,15.43,16.36
4.35,13.61,20.41,41.97
2.46,91.68,7.68,61.93
6.57,46.22,6.66,32.24
3.22,50.24,21.04,52.1
3.31,89.37,5.42,75.38
7.59,86.27,38.3,64.48
5.79,39.7,10.97,97.21
3.48,29.84,14.87,30.3
2.27,12.16,16.2,76.07
9.73,25.68,4.01,18.04
2.5,46.51,30.39,34.77
9.65,20.72,21.54,16.43
1.9,38.98,19.19,93.18
2.87,70.67,31.16,75.64
6.6,70.32,5.24,39.98
6.31,40.93,7.08,24.55
5.69,8.72,19.14,70.37
6.59,99.55,18.82,88.01
0.32,88.04,20.27,58.24
5.69,60.75,36.0,66.15
6.03,33.18,12.28,31.08
3.32,26.2,9.3,96.63
9.18,22.61,36.71,18.87
7.38,5.51,6.74,22.67
1.82,58.21,2.33,33.9
7.01,18.46,27.64,87.92
3.99,61.11,1.19,53.73
9.29,43.76,21.76,21.34
4.34,26.47,37.43,32.65
4.97,33.74,25.02,94.52
4.11,11.51,23.69,89.79
1.37,55.17,19.57,44.06
6.61,25.11,2.03,17.14
5.06,66.58,31.2,31.32
1.23,63.94,5.86,58.53
8.11,85.87,11.07,53.22
5.82,28.86,3.24,74.19
7.47,34.83,1.7,16.44
1.54,42.49,6.11,75.7
6.41,43.32,2.99,12.46
9.65,78.4,6.65,44.9
6.95,10.33,20.26,25.09
0.5,75.07,13.02,31.99
6.44,89.89,3.18,41.52
3.49,71.64,28.09,64.4
2.37,34.02,18.71,96.82
4.03,13.58,30.44,52.44
7.61,30.59,21.97,43.01
6.98,24.96,20.82,19.91
8.41,16.58,10.19,73.91
3.64,10.03,21.96,77.7
7.04,76.3,23.13,60.43
5.31,31.55,23.66,11.02
6.95,47.52,25.89,20.94
0.16,36.36,3.81,56.05
0.87,98.97,11.73,84.88
0.54,90.35,1.77,34.0
7.73,36.05,35.56,99.66
6.5,88.45,34.09,28.56
6.05,67.52,7.3,38.06
0.71,72.88,11.17,40.3
3.49,29.74,22.85,52.89
4.55,92.53,24.95,33.39
6.13,26.89,13.84,62.06
1.14,13.73,5.37,39.27
6.02,37.58,0.95,92.08
3.85,62.52,21.38,57.05
6.73,26.27,4.17,60.64
3.85,85.6,9.22,34.58
8.18,28.63,21.11,60.31
0.38,72.46,10.15,65.36
6.25,53.25,39.74,17.54
6.5,33.56,24.68,39.7
2.14,79.31,22.38,85.9
7.34,91.01,37.49,84.18
7.76,72.19,25.93,51.99
7.03,86.8,28.29,12.66
4.84,84.92,5.76,57.96
7.08,96.9,35.14,63.31
6.97,69.97,25.0,53.92
9.26,14.72,29.2,69.81
1.36,85.47,24.4,56.73
9.09,58.32,30.3,49.34
9.28,27.46,12.55,78.49
4.74,42.0,18.18,74.04
2.17,10.83,16.39,97.63
2.76,15.09,12.19,75.8
2.08,20.69,33.61,93.64
7.41,32.14,11.09,15.41
4.52,8.31,13.57,53.97
3.65,36.93,13.83,94.0
7.78,57.14,12.81,47.33
4.57,56.89,24.75,72.44
8.78,97.15,14.28,66.89
6.91,74.93,31.4,60.34
4.58,45.18,31.59,14.61
8.81,20.17,37.22,80.94
8.38,50.2,19.78,74.18
5.8,76.0,29.0,29.87
8.91,8.79,29.29,23.83
6.68,22.28,31.49,98.52
9.21,96.25,2.52,80.07
1.98,7.32,34.15,91.58
0.55,33.44,13.89,73.56
6.91,90.92,8.38,75.55
6.53,62.96,1.82,28.67
6.38,63.38,10.46,91.24
9.46,16.4,4.86,51.46
6.38,87.11,20.63,77.46
7.82,37.42,8.74,91.97
6.33,44.32,14.83,23.34
1.42,58.42,21.53,91.82
5.05,72.29,22.47,64.25
3.74,21.11,22.76,62.8
2.22,72.83,23.47,21.06
8.89,9.67,11.24,64.73
5.72,36.91,35.32,20.74
8.14,6.42,39.87,62.56
8.56,38.9,21.0,92.83
7.5,34.94,18.88,29.76
6.95,63.28,5.93,41.77
9.19,7.45,24.94,11.09
3.79,41.7,36.51,90.55
3.09,39.62,5.83,36.7
8.85,66.66,0.36,76.35
2.73,6.05,4.54,40.36
2.04,70.5,5.09,16.75
6.28,6.26,15.8,53.49
8.11,59.49,13.59,90.78
4.55,10.24,28.84,42.37
6.21,98.67,16.05,18.01
4.01,66.77,21.74,94.8
6.73,23.94,23.09,93.19
5.59,8.12,25.11,96.09
0.77,92.13,12.7,92.65
1.75,19.48,1.73,46.94
4.37,77.86,21.93,10.13
4.24,47.98,6.19,87.54
5.82,7.2,13.58,38.08
5.72,96.96,10.75,26.48
6.59,83.73,16.33,96.66
8.89,45.32,11.3,19.75
3.39,81.97,36.15,82.44
6.07,28.11,36.37,20.59
5.05,40.78,35.62,20.05
3.77,21.48,12.45,75.59
3.2,42.49,15.53,45.7
5.67,55.97,1.74,69.58
2.78,72.22,4.72,27.83
3.69,66.81,18.44,87.0
2.26,23.07,8.63,12.3
7.56,89.19,36.33,74.54
4.39,34.46,23.27,88.69
4.17,10.32,31.36,60.22
7.62,72.96,19.93,15.99
2.64,28.21,25.4,29.17
5.88,73.89,31.44,24.79
1.78,81.47,20.73,76.51
8.19,51.14,37.66,54.57
4.31,8.46,20.0,28.53
8.0,15.93,36.5,74.56
8.37,26.6,14.18,16.21
1.1,42.08,22.02,53.61
1.23,15.55,7.15,62.44
6.06,28.4,9.83,15.49
6.36,52.24,27.59,11.74
3.49,16.77,1.02,82.67
1.14,62.76,34.36,30.19
4.68,76.29,19.51,71.81
1.19,82.44,16.84,22.87
8.42,11.18,27.43,38.86
8.99,21.2,21.29,14.66
0.73,91.41,36.7,25.27
4.85,43.83,2.66,80.26
9.07,56.84,4.0,91.25
8.58,48.05,11.2,49.37
7.64,70.73,6.16,39.26
3.24,65.38,1.75,20.3
1.24,18.69,39.96,37.93
4.26,64.68,7.17,59.08
2.39,44.02,34.19,12.13
5.45,67.19,27.15,49.68
1.94,75.42,22.67,21.91
4.78,84.82,12.85,40.63
4.6,58.03,1.35,37.5
1.31,26.07,1.74,99.25
1.46,61.1,2.86,36.87
7.13,92.1,11.47,94.8
6.74,97.36,29.81,23.71
1.34,60.93,18.62,78.32
6.08,21.49,25.3,67.57
5.58,70.92,11.07,70.62
3.66,50.46,35.4,19.85
1.39,51.43,34.92,49.69
1.14,21.28,16.14,33.11
1.73,34.77,25.06,68.75
7.12,29.85,37.94,83.74
5.12,46.62,38.31,47.72
3.48,78.28,6.68,59.05
6.24,13.28,35.7,71.84
5.25,75.05,21.5,66.22
9.81,63.55,29.29,77.33
5.58,96.7,23.41,38.32
9.73,92.25,6.0,16.15
1.39,34.3,12.54,18.81
7.25,41.19,0.4,77.62
3.7,32.64,26.99,62.96
6.73,56.19,37.38,22.42
5.56,96.16,33.3,74.25
0.6,64.13,35.16,56.49
5.39,69.52,3.65,59.47
5.25,90.65,24.86,11.16
8.21,89.79,13.76,74.52
8.26,96.76,25.2,89.64
6.4,65.88,17.38,36.21
6.3,26.95,2.42,20.66
4.44,88.13,2.63,76.01
9.91,42.07,29.61,49.26
2.36,82.95,9.19,95.15
5.85,73.22,35.7,55.69
5.26,23.87,0.97,33.27
6.38,54.95,25.08,13.51
4.3,63.68,1.89,62.73
2.98,32.57,8.21,21.44
0.39,59.06,32.53,88.51
1.0,36.21,23.82,81.95
8.62,74.8,26.73,34.67
4.85,52.3,37.0,92.7
9.88,23.72,38.2,36.16
3.16,66.5,19.92,34.5
0.16,81.83,4.7,83.4
9.16,10.15,10.56,50.66
9.3,94.12,6.26,62.04
7.44,82.02,8.72,86.56
5.91,59.9,32.25,93.03
4.25,28.67,21.79,64.5
5.12,48.88,9.1,51.56
9.55,57.01,10.28,52.75
2.33,58.83,0.85,12.7
2.37,77.36,8.75,50.26
7.85,50.6,37.38,83.29
6.83,10.61,26.68,57.39
9.97,51.32,14.91,41.96
0.58,95.24,17.5,24.66
1.88,77.74,15.57,84.31
9.53,9.61,38.23,57.59
4.14,92.13,14.1,17.39
3.71,60.03,5.19,68.97
9.9,47.59,20.15,29.14
2.02,44.1,16.78,61.17
0.72,26.85,31.23,10.33
6.33,62.71,8.49,94.15
3.4,82.21,4.98,72.05
8.63,20.54,39.87,13.08
5.73,70.56,16.61,71.96
3.41,62.53,26.06,58.76
8.3,5.64,8.12,83.56
8.57,38.32,20.16,46.18
8.19,85.9,13.97,41.78
2.8,74.2,19.48,11.85
1.61,97.07,24.21,80.12
6.89,39.0,31.56,70.61
0.96,96.78,23.63,97.06
2.46,25.08,8.18,64.0
2.27,45.68,18.39,38.45
2.42,64.4,11.19,36.89
7.25,20.03,34.38,55.44
8.07,7.22,35.51,17.12
1.79,41.42,4.63,77.34
2.97,91.39,14.55,97.32
4.15,30.94,27.9,14.78
4.34,64.97,1.65,90.89
0.66,47.73,25.09,11.21
8.75,61.13,15.11,91.28
0.26,33.06,31.02,35.3
1.09,25.65,38.76,14.4
1.04,85.29,0.69,47.86
5.01,58.24,19.75,44.81
0.89,65.47,20.56,44.55
2.39,25.47,38.24,31.21
5.52,11.28,0.69,68.54
1.33,43.89,32.08,93.11
3.11,22.42,14.06,45.07
6.09,43.08,25.61,46.17
5.74,64.82,5.4,19.48
0.38,68.27,0.14,11.99
3.29,78.86,28.35,13.61
1.51,93.7,7.1,92.12
8.23,54.49,9.39,12.44
7.35,66.18,33.84,22.18
9.98,86.85,18.21,30.58
5.08,59.0,9.82,36.37
5.07,75.42,29.71,47.77
3.12,53.67,2.26,93.67
6.18,50.49,11.58,57.92
2.04,11.76,6.96,46.98
1.77,67.02,16.61,58.84
9.29,30.38,31.61,29.35
2.92,84.9,13.91,12.57
5.63,91.79,29.94,23.59
1.95,14.04,8.1,68.76
3.01,59.37,20.18,42.67
4.72,57.55,35.55,43.19
2.94,21.96,35.14,91.51
4.14,72.01,25.61,25.71
9.95,77.91,33.77,39.19
0.61,21.85,26.21,78.88
6.99,42.35,16.19,94.64
6.15,36.18,19.3,96.67
8.72,31.57,19.58,54.1
7.15,76.84,19.73,92.27
3.49,61.07,7.21,66.27
5.99,96.68,34.41,83.77
0.51,51.86,15.14,54.04
5.2,71.01,5.77,59.02
7.6,46.33,20.62,41.29
9.93,15.16,25.24,24.77
4.66,79.01,35.82,50.31
8.19,37.92,15.83,85.27
2.14,86.43,25.75,80.3
1.37,26.55,23.77,50.16
7.96,22.33,7.76,71.9
4.46,59.23,11.92,60.31
9.12,25.89,29.0,68.41
6.92,92.73,33.31,88.85
8.16,98.24,1.78,72.86
4.76,34.41,22.57,46.73
5.54,59.2,11.4,61.73
5.04,89.22,21.67,28.39
0.77,30.45,12.72,44.64
5.97,63.78,6.17,11.08
2.33,58.16,8.42,99.71
0.26,92.32,11.58,89.79
6.44,99.78,32.59,60.82
7.1,28.38,4.16,77.5
1.35,47.58,19.14,44.45
8.71,40.59,23.62,29.81
9.59,8.75,33.35,74.51
7.21,67.59,11.52,93.08
8.98,68.08,25.35,73.83
4.04,32.48,5.04,47.3
2.18,9.52,33.7,54.58
5.5,23.37,34.74,73.27
5.71,59.24,31.33,61.98
4.99,11.88,21.66,34.29
8.42,82.94,30.44,78.0
9.11,95.64,17.66,37.29
0.67,16.42,21.53,50.67
6.77,82.05,3.62,30.5
2.58,19.36,24.6,74.61
5.09,91.39,17.53,67.26
5.08,51.13,25.26,41.46
0.91,17.49,28.22,62.34
3.56,68.19,0.09,30.55
0.77,84.37,4.88,98.84
5.58,9.58,34.42,50.69
3.93,11.25,29.47,69.55
3.82,85.44,20.14,39.65
9.58,82.67,21.22,81.32
5.11,15.49,17.06,44.88
9.13,79.71,7.79,14.76
8.39,22.01,38.52,98.19
4.03,90.71,37.22,68.2
8.03,69.99,35.24,84.97
9.98,95.17,20.04,25.07
0.88,48.82,10.96,17.07
8.35,64.74,28.97,33.78
1.28,62.96,15.98,35.02
9.1,83.47,13.33,75.13
0.17,61.97,2.81,90.92
6.27,39.63,32.15,54.57
0.5,14.89,5.84,82.17
6.38,54.16,12.31,18.27
6.47,27.26,39.12,18.96
4.77,82.8,4.03,34.69
7.85,61.79,9.49,63.18
3.91,67.32,11.79,10.44
1.03,97.69,33.06,64.62
2.6,50.29,29.46,80.45
5.46,81.41,9.3,53.22
1.1,31.69,4.86,96.29
7.86,55.34,27.05,23.56
4.12,20.65,16.7,96.47
7.49,73.61,20.3,34.21
0.13,30.13,31.5,61.23
8.61,21.47,1.15,32.72
2.66,65.68,38.9,14.76
1.11,73.11,27.31,99.62
6.1,71.92,38.43,26.75
4.28,46.85,12.42,32.76
0.23,31.9,16.84,52.02
6.48,94.24,13.07,47.62
6.49,57.1,9.73,93.66
2.31,65.55,14.04,65.39
9.86,69.49,0.44,85.13
0.94,80.91,5.5,12.56
7.04,65.1,29.84,64.99
4.66,53.07,21.75,60.4
3.62,65.4,11.88,97.64
9.86,13.01,34.1,13.62
8.27,49.48,9.97,45.42
5.76,93.4,8.81,96.5
5.13,92.99,33.39,20.62
5.91,12.97,1.39,82.08
7.52,30.54,12.0,10.71
9.35,33.03,8.61,65.64
0.58,33.68,31.74,75.76
7.13,6.22,29.1,98.96
6.44,52.77,28.64,46.74
3.71,79.84,31.69,59.66
3.59,43.28,24.12,13.76
6.28,72.42,28.16,78.72
5.08,77.59,17.64,79.78
5.75,57.49,18.93,54.59
0.92,71.69,23.29,25.0
1.77,25.86,32.78,16.43
6.79,11.73,36.2,94.14
6.81,62.27,25.55,91.51
0.49,27.58,30.65,24.29
4.04,57.41,33.23,96.97
4.32,46.18,25.29,78.69
4.3,17.97,26.92,40.62
3.9,11.18,10.85,46.58
1.15,71.54,6.59,95.93
0.44,24.82,5.64,15.74
0.56,21.33,36.82,15.56
1.38,52.95,26.93,15.33
7.69,23.53,39.28,15.07
7.13,52.48,9.67,56.32
5.42,89.1,9.64,89.91
8.03,44.85,39.45,76.3
0.14,5.51,17.41,12.26
5.41,89.1,16.16,11.49
5.78,87.72,12.45,22.5
6.77,42.13,3.12,39.71
7.69,68.51,10.49,69.26
9.6,70.24,16.88,48.07
4.62,7.8,6.11,58.4
6.46,43.0,29.94,26.51
1.47,65.96,23.21,12.79
2.51,51.41,9.66,66.87
6.26,14.01,16.34,70.16
9.44,70.33,29.85,19.71
8.07,36.69,21.01,90.39
9.24,23.79,28.18,40.26
6.62,6.0,21.78,31.78
4.33,26.44,19.04,53.98
9.96,6.47,23.86,97.76
9.83,96.56,6.78,69.66
1.62,12.04,7.81,27.84
3.4,69.82,17.57,48.77
7.82,12.9,17.05,17.41
9.88,6.57,12.97,96.92
8.49,69.05,26.57,81.38
3.94,56.5,34.51,17.93
9.06,77.86,18.94,67.76
7.42,84.75,12.86,65.5
8.75,45.62,12.16,12.45
8.32,6.4,15.93,94.67
6.56,52.21,1.88,68.55
0.3,53.88,12.43,44.49
2.62,50.97,38.31,91.13
5.19,90.42,30.08,49.38
1.97,42.5,11.61,72.44
6.73,97.87,29.69,28.29
4.37,6.1,21.73,18.89
6.18,31.78,15.51,40.77
0.13,8.01,24.88,31.7
4.53,90.54,17.63,34.94
1.81,68.17,28.2,60.65
2.59,69.73,26.85,59.94
0.26,5.01,21.33,20.09
5.68,9.38,22.26,32.92
8.71,22.43,38.01,50.75
2.49,99.55,26.57,63.83
7.37,77.81,13.08,32.65
5.16,64.6,15.26,90.87
3.57,76.97,33.44,43.44
7.01,22.3,27.53,91.15
4.23,80.29,18.52,42.06
2.16,51.29,21.8,21.03
8.29,74.6,36.11,94.88
5.35,61.16,6.55,41.83
5.5,64.38,23.25,14.34
1.85,47.01,33.81,19.63
8.97,22.24,35.83,10.4
0.84,42.91,15.89,86.62
7.64,59.33,30.73,66.08
9.81,50.52,11.31,87.63
8.8,46.55,14.35,11.69
1.22,63.36,33.78,84.11
8.47,56.56,4.76,32.24
4.16,31.52,31.08,20.45
7.29,27.52,18.19,63.35
6.16,55.59,15.93,97.12
2.51,19.48,12.77,30.65
9.45,89.39,30.56,80.72
7.82,93.71,22.91,62.45
2.84,62.78,23.27,84.05
2.26,71.07,23.96,96.01
0.1,35.02,28.9,49.81
3.95,62.58,0.49,33.31
1.78,41.08,19.86,98.16
9.12,79.7,1.49,79.91
8.35,82.71,32.04,92.5
4.36,58.75,30.31,51.35
3.45,87.23,7.41,31.56
6.35,18.82,13.74,32.4
7.65,8.72,26.6,89.98
0.1,93.1,33.09,40.57
0.26,83.24,5.71,15.57
8.19,13.31,38.26,23.77
5.64,18.47,39.64,51.04
6.87,74.93,13.22,67.85
9.85,55.67,23.88,27.43
1.05,14.22,28.75,46.65
