CO,NO2,Temperature,Humidity
1.4,83.0,18.3,32.3
1.3,78.0,18.8,31.7
1.5,80.0,19.6,30.9
1.6,75.0,20.2,30.7
1.3,77.0,19.7,32.5
1.4,77.0,20.7,31.6
1.5,81.0,20.0,32.7
2.2,101.0,18.6,35.4
3.2,119.0,18.3,35.9
3.0,111.0,17.8,37.5
2.6,109.0,17.3,38.8
1.6,101.0,17.3,38.8
1.5,89.0,16.4,40.8
1.2,75.0,16.0,41.4
0.8,51.0,15.4,43.0
0.7,39.0,15.7,42.5
0.5,32.0,15.6,43.4
-200.0,49.0,14.7,49.9
0.7,68.0,15.5,47.3
1.4,76.0,14.4,53.1
4.1,122.0,15.9,48.5
4.6,129.0,18.1,40.3
1.9,94.0,19.6,35.9
1.9,99.0,22.8,29.1
1.7,81.0,24.8,25.3
2.4,87.0,27.2,22.0
3.0,107.0,28.2,20.4
2.0,95.0,25.4,24.2
2.7,110.0,25.7,23.8
2.2,99.0,27.2,22.1
2.9,113.0,27.0,22.3
3.4,127.0,24.5,27.8
3.9,131.0,23.7,30.2
3.6,137.0,21.5,34.5
2.5,122.0,19.9,37.8
1.8,100.0,18.9,40.6
2.0,108.0,17.9,43.5
1.3,83.0,17.4,46.3
1.0,74.0,18.1,44.7
0.6,64.0,16.5,50.1
-200.0,40.0,14.7,56.2
0.5,39.0,16.3,52.8
1.1,69.0,13.9,60.7
5.5,104.0,15.0,58.3
4.2,100.0,16.1,54.8
4.6,146.0,19.3,46.4
3.4,155.0,24.2,33.8
2.8,139.0,26.7,28.7
2.5,121.0,27.4,28.2
2.4,108.0,28.1,26.9
3.2,126.0,27.7,26.5
3.5,145.0,28.4,23.4
2.9,121.0,28.4,26.0
3.6,145.0,27.3,30.0
4.8,160.0,24.3,37.3
5.4,155.0,23.1,42.2
5.3,162.0,21.8,43.6
2.7,129.0,19.8,46.8
1.4,96.0,19.6,49.8
1.6,92.0,17.9,56.2
1.5,89.0,17.4,55.6
1.0,61.0,16.8,59.5
0.6,54.0,15.9,60.1
-200.0,44.0,14.6,63.4
0.8,57.0,13.3,67.0
1.5,68.0,12.9,66.5
4.9,95.0,14.8,61.3
7.2,125.0,16.1,56.5
3.5,135.0,18.6,47.8
2.1,118.0,23.8,30.2
1.5,91.0,25.4,25.0
2.0,89.0,25.6,25.5
3.8,129.0,24.9,29.9
3.4,122.0,22.4,37.9
4.4,138.0,21.7,44.0
3.9,136.0,21.4,44.4
4.9,143.0,20.8,45.3
5.4,145.0,20.2,48.6
6.5,146.0,20.2,50.8
4.3,122.0,18.6,57.6
2.9,112.0,18.2,58.8
2.7,102.0,17.8,61.0
2.8,97.0,17.0,70.7
2.3,85.0,16.2,76.9
1.7,76.0,15.7,78.6
1.2,74.0,15.7,78.4
-200.0,56.0,15.4,78.5
0.8,66.0,15.7,74.7
1.7,90.0,15.9,73.1
3.0,111.0,16.6,68.2
3.4,103.0,18.7,57.6
3.3,117.0,17.6,65.0
2.7,116.0,16.3,73.2
2.6,109.0,16.0,78.5
3.2,116.0,17.3,72.4
3.4,115.0,19.4,60.9
2.6,94.0,21.4,50.9
3.4,121.0,22.7,45.8
4.0,114.0,20.9,60.8
4.5,110.0,21.0,54.3
4.2,122.0,20.8,54.4
5.7,135.0,19.8,58.6
4.4,133.0,19.1,61.1
3.1,110.0,18.2,65.4
3.0,102.0,18.1,66.1
3.1,108.0,17.7,66.9
3.5,110.0,17.8,66.8
2.4,84.0,17.3,68.3
1.6,71.0,16.5,70.2
-200.0,42.0,16.2,69.9
0.6,32.0,16.7,67.1
0.7,35.0,16.7,66.9
1.2,67.0,16.9,66.5
1.5,73.0,17.7,62.0
1.8,86.0,19.4,54.6
2.1,89.0,21.6,46.1
1.9,86.0,24.6,36.7
2.0,86.0,26.0,31.9
1.3,66.0,25.6,31.5
1.3,68.0,24.8,34.8
1.8,82.0,26.1,30.3
2.0,91.0,25.5,33.5
1.8,95.0,23.7,37.2
2.4,104.0,22.3,38.9
4.0,131.0,20.7,42.8
2.8,112.0,19.0,51.7
2.0,100.0,17.8,55.5
3.6,115.0,17.4,57.6
3.7,129.0,17.6,58.5
2.3,99.0,17.2,59.3
1.8,74.0,17.1,60.4
0.9,55.0,16.4,62.2
-200.0,35.0,14.8,65.8
0.6,37.0,14.7,65.2
0.7,45.0,13.1,70.2
0.8,46.0,14.3,66.2
1.2,68.0,16.0,61.6
1.4,77.0,17.7,56.4
1.6,79.0,21.3,44.7
1.3,72.0,23.6,36.4
1.3,68.0,24.3,34.0
1.1,64.0,24.4,32.7
1.2,73.0,24.6,31.7
1.5,84.0,23.9,34.3
1.1,67.0,25.9,28.1
1.9,106.0,24.5,32.3
2.3,114.0,22.6,39.3
3.3,123.0,21.2,47.5
2.6,108.0,19.9,54.9
2.2,100.0,19.4,52.1
2.3,118.0,19.4,42.6
2.0,121.0,19.1,44.1
1.6,94.0,18.0,49.3
0.8,52.0,17.6,54.6
0.6,39.0,16.4,62.1
-200.0,33.0,16.0,61.4
0.7,57.0,15.8,64.3
1.3,80.0,16.0,65.8
3.4,101.0,16.8,62.5
4.7,109.0,16.9,66.1
3.4,109.0,17.4,68.9
2.5,111.0,21.4,45.0
2.0,102.0,23.9,30.7
1.9,96.0,26.8,25.2
1.7,90.0,28.4,23.6
1.4,69.0,30.3,20.1
1.5,74.0,30.9,19.7
2.4,102.0,30.2,20.5
3.9,128.0,26.4,34.6
4.2,130.0,24.9,39.4
3.7,120.0,23.5,43.7
3.2,113.0,19.3,63.1
2.0,100.0,18.7,64.6
1.1,70.0,19.5,57.1
1.5,83.0,18.9,62.5
1.3,81.0,18.4,65.8
1.0,69.0,16.4,79.2
0.6,48.0,16.1,80.0
-200.0,28.0,15.6,81.0
0.6,47.0,15.7,80.5
1.9,88.0,16.0,80.8
4.5,109.0,16.6,78.0
4.3,113.0,16.1,79.2
3.2,104.0,17.7,70.8
1.3,65.0,20.3,54.8
2.2,87.0,21.2,49.3
2.6,99.0,21.5,47.9
2.3,100.0,21.4,47.7
2.4,105.0,20.4,54.0
2.6,97.0,19.9,57.1
1.2,54.0,19.9,55.2
1.6,59.0,19.5,55.7
3.9,109.0,18.3,62.8
4.7,125.0,17.2,68.3
5.4,132.0,16.1,75.2
3.0,110.0,16.6,70.8
0.9,53.0,18.5,56.0
1.1,61.0,17.3,59.5
0.7,41.0,18.6,52.3
0.5,22.0,19.0,49.8
0.5,28.0,15.7,64.5
-200.0,41.0,14.7,74.1
0.8,54.0,14.6,77.1
1.3,81.0,14.5,78.3
3.5,107.0,15.1,76.8
3.9,124.0,16.4,72.4
2.9,123.0,16.3,68.6
2.6,120.0,17.2,62.9
3.0,113.0,17.4,61.1
3.7,114.0,16.8,66.8
3.9,120.0,17.3,62.6
3.5,125.0,17.5,60.8
2.4,88.0,17.5,59.2
1.6,72.0,17.7,56.9
3.0,103.0,17.1,61.5
1.6,67.0,17.5,63.9
2.1,79.0,15.9,70.7
1.8,89.0,15.1,75.1
1.1,67.0,13.9,72.5
1.5,83.0,12.0,79.8
1.4,76.0,12.5,75.8
0.9,58.0,12.0,75.0
0.5,30.0,12.6,72.2
-200.0,22.0,13.1,67.1
0.6,50.0,13.2,64.6
1.3,92.0,13.1,65.6
2.9,101.0,14.7,58.5
3.6,121.0,15.9,53.1
3.4,130.0,17.9,46.1
2.5,114.0,20.2,37.7
2.1,100.0,18.5,42.8
1.1,56.0,13.0,64.3
1.8,75.0,15.1,54.5
3.0,121.0,13.6,65.5
3.1,128.0,12.3,78.3
3.6,139.0,12.7,74.2
3.3,122.0,14.4,64.2
1.8,92.0,15.6,58.3
2.1,97.0,15.0,61.4
2.2,98.0,13.7,65.8
1.6,93.0,12.3,66.4
0.9,65.0,15.4,58.8
1.8,81.0,14.1,64.9
2.3,102.0,13.8,64.7
2.0,91.0,13.5,67.8
0.9,56.0,13.7,69.4
-200.0,41.0,14.0,67.8
0.7,48.0,14.6,61.1
1.5,72.0,14.3,60.5
3.7,106.0,14.9,56.9
4.2,107.0,16.4,50.2
3.4,127.0,16.0,50.9
2.4,114.0,18.6,42.8
1.3,101.0,19.7,33.7
1.5,95.0,21.2,27.7
2.2,110.0,19.7,28.5
1.8,101.0,19.8,29.7
1.9,106.0,19.2,35.6
2.3,116.0,14.2,60.5
3.6,124.0,12.9,69.1
4.3,133.0,12.7,70.4
2.2,96.0,13.9,62.7
1.5,85.0,13.9,62.9
2.0,97.0,13.4,65.2
2.0,97.0,13.4,64.6
2.1,101.0,13.3,63.6
1.5,85.0,13.3,61.8
2.2,80.0,13.6,59.7
0.5,33.0,14.6,53.3
4.4,117.0,17.8,51.1
2.5,107.0,20.0,45.0
2.1,95.0,20.3,44.1
2.4,93.0,20.7,42.4
2.2,104.0,20.8,40.6
2.2,102.0,21.5,39.7
2.3,109.0,25.0,30.1
2.1,97.0,25.2,29.7
2.5,104.0,23.4,32.0
3.6,124.0,21.0,37.8
4.0,135.0,19.2,45.7
3.0,122.0,17.7,50.9
2.1,109.0,16.8,53.6
1.7,95.0,15.8,56.2
1.1,86.0,16.0,56.5
0.9,78.0,14.2,64.1
0.4,53.0,15.0,59.8
0.2,43.0,14.3,61.9
-200.0,53.0,11.4,70.5
0.6,48.0,12.0,68.0
1.4,64.0,11.3,70.4
4.6,95.0,12.7,65.6
5.5,120.0,14.5,59.8
4.8,153.0,17.5,49.8
4.5,163.0,21.9,35.2
3.0,119.0,23.5,29.5
2.5,96.0,24.3,29.8
2.3,94.0,23.8,31.7
2.0,86.0,24.2,31.2
1.9,91.0,26.5,27.2
1.9,97.0,25.7,28.4
3.5,125.0,26.3,27.5
4.6,140.0,24.4,31.6
6.3,158.0,23.1,35.3
5.0,159.0,21.1,40.2
3.3,128.0,19.2,52.3
2.7,114.0,18.1,58.7
2.2,100.0,17.3,58.8
1.7,88.0,16.9,58.8
0.8,67.0,17.6,57.6
0.8,65.0,15.6,63.9
-200.0,47.0,15.6,62.2
0.8,57.0,14.0,68.3
1.5,73.0,14.5,65.7
4.1,95.0,15.5,62.2
5.9,110.0,17.0,56.8
5.1,121.0,18.8,52.4
3.9,108.0,19.7,51.9
3.4,125.0,20.9,44.6
3.3,117.0,21.9,43.3
5.1,131.0,20.4,55.7
3.1,126.0,17.4,67.0
2.5,114.0,17.1,64.0
2.4,123.0,17.3,61.1
2.8,116.0,17.7,56.3
2.9,107.0,17.4,48.6
3.4,123.0,17.6,43.7
2.2,112.0,16.7,47.2
1.6,101.0,16.8,45.6
1.3,91.0,16.1,52.0
1.3,88.0,15.5,57.1
1.6,96.0,16.2,50.2
1.2,75.0,16.4,50.5
0.6,47.0,16.2,52.8
-200.0,25.0,16.2,53.0
0.4,49.0,16.2,53.7
1.0,85.0,15.9,55.3
2.0,106.0,16.2,55.6
3.6,136.0,16.0,59.3
2.4,119.0,16.6,55.6
2.4,122.0,17.4,51.8
1.6,90.0,17.6,49.7
1.9,97.0,17.2,52.8
2.4,98.0,18.2,49.6
1.7,93.0,19.5,45.0
2.1,98.0,19.5,45.5
3.1,123.0,19.8,44.3
4.6,148.0,20.3,43.1
4.5,148.0,20.3,44.4
3.9,133.0,19.8,47.9
4.6,141.0,19.1,52.3
3.3,131.0,18.2,54.7
2.7,121.0,17.8,55.0
3.3,123.0,17.5,56.4
2.5,107.0,17.3,57.8
2.1,104.0,16.8,57.5
1.3,91.0,16.3,57.0
-200.0,87.0,15.5,59.9
1.2,102.0,16.0,58.3
1.5,95.0,17.2,52.3
3.7,140.0,18.5,49.4
3.3,138.0,21.0,37.9
2.5,113.0,22.8,32.4
1.9,101.0,25.5,25.6
2.0,97.0,25.9,23.6
2.5,114.0,27.7,20.8
2.1,110.0,27.1,21.6
2.1,103.0,28.4,20.2
2.3,119.0,28.1,21.9
3.0,126.0,27.6,22.3
4.1,144.0,25.2,24.3
4.5,164.0,24.6,25.1
3.5,148.0,23.1,27.2
2.1,119.0,22.0,28.6
2.3,111.0,20.8,34.5
1.9,115.0,20.4,35.3
1.9,103.0,19.1,38.3
1.2,81.0,18.0,40.5
1.0,71.0,17.4,43.4
-200.0,58.0,14.6,51.4
0.5,44.0,15.7,46.9
0.6,49.0,15.3,49.7
1.4,68.0,16.0,47.4
2.6,108.0,17.6,43.3
2.8,117.0,20.3,37.4
2.6,127.0,23.1,30.3
1.6,93.0,25.0,24.2
1.7,94.0,25.6,23.5
1.7,87.0,25.5,22.6
1.3,75.0,26.1,21.1
1.4,81.0,28.2,19.4
1.4,86.0,27.4,20.5
1.7,97.0,26.0,22.7
2.3,117.0,23.8,27.1
2.5,120.0,23.0,28.7
3.3,149.0,21.7,31.8
2.2,124.0,20.9,33.2
1.6,97.0,20.2,34.3
2.6,112.0,19.6,37.0
2.3,95.0,18.1,40.9
1.5,88.0,17.0,43.3
0.9,54.0,16.7,43.4
-200.0,43.0,15.2,45.5
0.4,45.0,13.5,50.1
0.4,47.0,14.2,49.9
0.8,58.0,13.8,51.4
0.9,69.0,16.3,45.1
1.6,89.0,19.2,35.4
2.0,105.0,25.5,21.1
1.6,92.0,28.2,19.0
1.4,82.0,29.5,19.8
0.9,56.0,30.6,19.4
0.9,60.0,29.9,22.0
1.2,64.0,31.5,21.9
1.4,85.0,31.2,24.6
1.9,107.0,30.4,26.5
1.8,106.0,26.8,33.5
2.7,125.0,25.5,37.4
2.4,118.0,23.7,39.4
1.6,95.0,22.9,37.0
1.4,97.0,20.8,36.3
1.4,93.0,20.3,28.5
1.4,85.0,19.6,26.5
0.9,67.0,19.1,25.9
0.5,37.0,18.4,27.6
-200.0,40.0,16.3,34.1
0.5,75.0,15.8,36.5
1.3,102.0,16.0,38.1
2.6,113.0,17.6,35.0
2.0,142.0,18.5,31.2
1.8,90.0,19.8,28.5
1.7,94.0,22.3,24.1
1.5,92.0,24.2,21.7
1.9,97.0,25.1,20.8
1.7,88.0,25.8,19.5
1.5,86.0,26.3,18.9
1.7,99.0,25.8,18.6
1.7,95.0,25.7,19.4
2.4,105.0,26.7,17.1
3.1,121.0,24.3,19.8
3.4,125.0,23.5,20.8
3.0,122.0,22.0,24.0
1.2,81.0,21.1,26.2
1.2,73.0,20.9,28.8
1.3,80.0,20.2,31.2
1.0,65.0,20.0,31.5
0.4,59.0,20.8,32.3
0.3,50.0,20.0,34.5
-200.0,23.0,18.3,40.0
0.5,37.0,17.0,44.6
0.9,54.0,17.1,45.3
2.7,94.0,17.1,46.5
6.5,139.0,18.8,39.7
3.2,115.0,20.3,38.1
2.4,119.0,25.3,27.0
1.9,103.0,27.4,22.8
2.7,123.0,30.0,20.0
2.9,126.0,30.9,19.1
2.0,106.0,30.6,20.2
2.3,127.0,32.2,18.9
1.9,105.0,31.7,19.5
3.0,130.0,30.9,20.5
4.4,160.0,27.5,24.7
4.7,162.0,25.8,27.0
3.4,135.0,23.7,30.0
2.4,122.0,22.2,33.4
1.2,75.0,21.1,36.5
1.7,96.0,20.2,38.6
1.2,84.0,19.3,43.0
0.7,68.0,19.2,43.6
0.5,65.0,18.4,45.7
-200.0,52.0,16.3,51.4
0.3,46.0,17.0,49.2
0.7,54.0,16.4,52.1
3.1,94.0,16.4,53.4
6.2,155.0,18.6,46.8
4.6,165.0,21.0,41.1
2.6,134.0,26.4,28.9
2.1,122.0,27.7,26.3
2.0,113.0,30.1,22.1
2.2,115.0,31.0,22.9
2.1,118.0,31.0,22.6
2.3,125.0,31.6,21.0
2.5,135.0,30.4,24.7
3.4,149.0,28.8,26.3
4.3,162.0,26.4,30.1
3.8,151.0,24.7,31.5
3.8,154.0,22.9,36.5
2.0,118.0,20.8,41.8
1.7,103.0,19.7,47.1
2.0,122.0,18.9,52.2
1.5,102.0,18.5,50.1
0.8,73.0,18.0,53.0
0.5,59.0,18.4,51.7
-200.0,26.0,19.6,47.7
0.3,35.0,17.3,54.1
0.9,68.0,15.8,59.0
2.8,97.0,16.6,55.9
5.4,146.0,18.7,52.8
4.0,83.0,20.7,46.4
2.2,117.0,26.1,30.0
2.2,117.0,28.6,25.8
2.0,108.0,30.3,23.3
2.0,107.0,31.3,22.3
1.9,120.0,31.1,22.3
2.7,150.0,32.4,20.4
2.2,138.0,32.6,19.3
3.5,148.0,31.2,20.3
4.1,168.0,27.7,24.8
4.4,172.0,25.7,27.9
4.5,179.0,24.1,29.9
2.9,143.0,22.2,34.4
2.6,137.0,20.7,38.0
2.1,117.0,20.2,42.8
1.2,93.0,20.5,42.0
0.6,64.0,20.1,42.0
0.3,58.0,20.0,41.5
-200.0,47.0,16.5,50.2
0.3,47.0,16.4,50.2
0.7,62.0,14.9,54.7
4.2,113.0,16.4,51.3
4.8,126.0,18.2,46.2
3.4,139.0,20.7,40.0
2.8,148.0,26.5,27.0
1.8,117.0,28.5,23.8
1.9,106.0,29.7,23.7
2.0,98.0,31.7,21.7
1.9,98.0,31.7,21.5
2.0,110.0,32.8,19.5
2.3,114.0,32.5,18.6
2.7,122.0,30.2,22.6
3.6,155.0,27.6,25.7
3.8,145.0,25.9,24.9
3.5,146.0,23.9,29.4
2.5,130.0,22.3,32.1
2.5,126.0,20.5,35.9
3.0,127.0,19.8,37.2
3.7,126.0,19.1,41.9
3.3,124.0,17.8,46.1
1.5,93.0,17.6,47.6
-200.0,58.0,16.9,49.8
0.5,59.0,15.8,53.8
0.5,66.0,16.5,53.5
1.2,80.0,17.2,52.9
2.2,94.0,19.3,48.3
2.2,102.0,20.6,47.1
2.1,96.0,23.7,40.0
1.8,91.0,25.6,32.5
2.2,104.0,27.2,28.1
2.0,84.0,27.9,28.1
1.4,76.0,28.3,27.8
1.8,87.0,29.2,27.0
2.1,101.0,28.9,29.3
2.8,115.0,25.4,39.8
2.8,110.0,25.2,40.1
2.7,103.0,24.5,39.4
1.8,90.0,22.3,45.4
1.2,68.0,21.2,48.3
2.6,85.0,20.6,50.5
3.1,100.0,20.2,52.9
4.1,114.0,19.8,54.5
3.6,108.0,19.5,56.2
1.9,78.0,19.0,58.0
-200.0,55.0,18.0,57.6
0.3,37.0,17.7,56.0
0.4,53.0,17.9,52.4
0.8,79.0,18.9,49.3
0.8,65.0,20.0,48.6
0.8,64.0,20.6,41.2
0.8,66.0,23.6,34.0
0.9,53.0,26.7,28.1
1.2,69.0,26.8,28.1
1.0,57.0,27.7,25.8
0.8,36.0,28.8,22.7
1.1,57.0,26.8,27.3
1.5,73.0,25.9,28.7
1.5,81.0,25.8,27.7
1.4,91.0,24.8,29.5
1.1,65.0,25.3,36.3
0.9,56.0,23.9,40.4
1.0,69.0,21.4,46.6
1.1,73.0,20.5,49.3
1.0,76.0,19.2,42.3
0.7,67.0,19.2,37.9
0.5,44.0,17.2,43.1
0.2,21.0,15.8,45.2
-200.0,19.0,16.3,41.0
0.1,29.0,16.1,36.5
0.5,69.0,16.5,36.2
1.6,111.0,17.5,30.9
2.0,81.0,18.4,24.0
1.3,56.0,19.2,23.8
1.0,90.0,21.7,18.1
0.9,85.0,22.3,17.0
1.2,83.0,22.8,16.1
1.3,85.0,23.8,14.5
1.1,85.0,25.1,13.1
1.2,81.0,25.8,12.9
1.4,92.0,25.5,14.0
2.0,108.0,24.5,15.4
2.4,106.0,22.6,17.2
2.1,114.0,21.2,18.9
1.2,96.0,19.1,22.8
0.7,77.0,18.4,24.6
0.7,73.0,17.3,25.6
0.8,86.0,16.5,24.9
0.5,84.0,16.7,28.3
0.2,56.0,15.5,32.2
-200.0,31.0,17.5,29.1
-200.0,30.0,14.0,33.7
0.1,51.0,11.6,40.0
0.2,45.0,13.4,34.5
1.1,82.0,15.2,31.0
3.0,100.0,16.3,27.5
2.1,91.0,19.2,20.0
2.6,130.0,24.9,13.0
3.2,155.0,28.3,9.9
2.1,114.0,29.2,9.8
2.2,127.0,31.6,9.2
2.4,138.0,32.6,9.3
2.2,136.0,26.1,23.8
1.8,135.0,28.8,21.1
1.6,115.0,29.6,19.4
1.8,112.0,31.6,16.4
1.6,112.0,32.3,13.3
1.6,109.0,31.8,13.5
1.3,112.0,31.8,13.8
1.7,115.0,29.6,18.9
1.7,117.0,28.0,23.2
2.1,105.0,23.6,41.0
2.2,114.0,21.5,48.1
1.8,103.0,22.1,44.1
1.8,119.0,20.2,47.2
0.9,102.0,20.0,47.6
1.0,96.0,19.8,46.8
2.0,109.0,19.6,47.0
1.8,119.0,19.3,46.3
1.1,103.0,18.5,48.7
0.6,84.0,18.0,51.4
-200.0,59.0,17.7,51.9
-200.0,29.0,17.7,49.7
0.1,45.0,17.9,46.1
0.5,80.0,18.4,43.9
0.6,77.0,18.9,42.1
0.5,68.0,19.2,39.7
0.7,66.0,20.8,36.6
0.7,70.0,21.3,35.8
0.9,74.0,21.8,34.9
0.7,64.0,22.8,31.4
0.4,60.0,22.9,31.3
0.5,63.0,22.9,30.7
0.6,75.0,23.8,29.2
0.6,79.0,23.2,30.2
0.8,83.0,22.4,31.3
1.0,93.0,21.7,32.2
1.2,112.0,20.8,33.2
1.0,103.0,20.1,35.0
1.3,93.0,19.5,36.9
2.7,112.0,19.0,38.2
2.7,125.0,18.5,39.4
1.6,107.0,17.8,41.7
0.6,76.0,19.2,42.0
-200.0,55.0,17.0,47.7
0.1,37.0,17.2,47.2
0.1,45.0,17.3,47.6
0.2,61.0,18.6,44.2
0.3,67.0,20.2,37.8
0.3,60.0,22.0,31.9
0.4,64.0,25.5,25.9
0.3,64.0,27.5,22.8
0.3,59.0,28.7,20.7
0.1,41.0,29.1,19.6
0.1,46.0,29.8,18.4
0.2,46.0,32.0,15.0
0.6,77.0,30.3,17.0
0.5,83.0,31.7,16.2
0.9,90.0,29.2,19.6
1.1,95.0,27.4,23.8
1.3,113.0,25.0,26.9
1.5,128.0,23.6,30.1
1.2,117.0,22.3,33.6
0.4,64.0,21.4,36.9
0.2,28.0,20.6,39.9
0.3,46.0,19.7,43.2
-200.0,8.0,19.7,42.4
-200.0,32.0,18.7,45.4
-200.0,57.0,16.4,52.4
0.5,60.0,16.6,52.1
1.6,83.0,17.4,50.9
3.6,129.0,19.3,46.0
2.2,137.0,20.9,43.6
1.6,121.0,25.6,33.3
1.4,123.0,28.9,26.0
1.4,120.0,30.3,22.8
1.5,119.0,30.9,24.4
1.3,121.0,30.5,26.2
1.2,111.0,30.7,23.4
1.8,128.0,28.1,29.8
3.0,159.0,26.9,32.2
3.5,161.0,26.0,34.6
2.4,116.0,24.5,37.7
1.1,96.0,21.7,46.9
0.8,69.0,19.3,68.8
0.4,58.0,17.6,81.6
0.6,59.0,17.8,80.3
0.3,45.0,18.6,75.7
-200.0,23.0,19.6,68.4
-200.0,26.0,18.0,76.4
-200.0,24.0,16.5,82.3
0.1,41.0,16.8,81.3
0.3,65.0,17.3,78.6
1.4,94.0,16.9,80.9
2.7,100.0,17.1,79.8
2.3,103.0,18.5,70.3
1.8,89.0,19.6,66.7
1.6,86.0,20.4,63.1
1.9,89.0,21.6,61.8
2.5,88.0,24.0,49.3
1.6,73.0,25.7,43.8
1.5,78.0,24.6,47.5
2.5,95.0,24.8,47.4
3.6,109.0,23.7,50.5
3.5,95.0,23.0,53.8
4.8,101.0,21.5,65.8
3.7,88.0,21.0,66.9
2.1,77.0,20.6,68.1
1.6,75.0,20.5,66.9
2.2,81.0,20.2,65.2
0.8,57.0,19.5,68.0
-200.0,49.0,19.9,66.4
-200.0,38.0,19.1,69.0
-200.0,31.0,18.9,67.8
-200.0,23.0,20.0,63.7
-200.0,22.0,19.8,64.7
-200.0,33.0,19.7,65.3
-200.0,43.0,20.8,62.0
-200.0,53.0,22.2,56.6
-200.0,54.0,24.3,49.0
-200.0,62.0,25.0,46.5
-200.0,53.0,28.9,34.8
-200.0,34.0,29.6,33.4
-200.0,30.0,30.9,30.7
-200.0,37.0,31.8,31.0
-200.0,47.0,31.4,31.2
-200.0,44.0,28.9,35.7
-200.0,53.0,27.2,42.5
-200.0,88.0,26.2,46.4
-200.0,95.0,24.5,51.0
-200.0,82.0,22.8,56.1
-200.0,59.0,21.9,60.9
-200.0,43.0,21.7,61.0
-200.0,51.0,20.8,64.8
-200.0,49.0,20.3,70.9
-200.0,36.0,18.9,79.0
-200.0,24.0,18.6,64.5
-200.0,58.0,17.6,67.4
-200.0,73.0,17.6,67.6
-200.0,74.0,19.0,61.7
-200.0,97.0,20.0,57.4
-200.0,108.0,22.6,45.9
-200.0,93.0,27.3,34.3
0.7,63.0,19.6,54.8
0.7,71.0,19.3,57.3
1.2,91.0,19.7,58.4
1.5,95.0,19.8,59.4
1.5,96.0,20.9,54.8
1.6,81.0,22.4,47.9
1.1,68.0,24.1,41.3
1.1,57.0,25.9,36.9
1.4,68.0,30.7,26.0
1.4,72.0,30.3,25.2
1.0,62.0,30.1,25.4
1.3,75.0,27.6,35.1
1.9,92.0,26.6,47.6
1.7,89.0,30.4,31.3
2.3,105.0,27.8,35.0
2.4,111.0,26.6,37.9
1.8,102.0,23.4,44.4
0.6,30.0,23.0,51.1
0.8,43.0,22.1,53.5
1.7,67.0,21.6,53.6
1.1,58.0,21.9,52.7
0.6,24.0,21.3,54.9
1.1,58.0,17.5,79.1
1.0,62.0,17.1,81.8
0.5,34.0,16.6,80.2
0.7,46.0,16.8,77.4
1.0,62.0,18.3,66.5
1.2,70.0,20.4,55.8
0.7,54.0,21.6,45.3
0.9,61.0,23.1,39.4
0.8,53.0,25.4,31.6
0.8,49.0,26.6,29.0
0.5,48.0,25.9,28.8
0.5,45.0,27.0,28.0
0.7,60.0,23.6,38.1
0.9,59.0,25.9,32.0
1.0,67.0,26.3,31.5
1.2,72.0,23.9,36.8
1.3,88.0,23.7,36.8
1.6,94.0,22.5,37.8
1.4,89.0,21.8,39.2
1.7,96.0,20.9,42.6
1.7,98.0,20.0,45.6
1.4,95.0,19.3,47.9
0.8,64.0,18.7,49.0
0.4,38.0,17.8,54.1
-200.0,34.0,17.2,57.9
0.5,40.0,18.2,54.1
1.5,76.0,17.3,57.6
2.6,90.0,19.9,49.4
4.3,118.0,21.7,44.2
3.1,118.0,23.5,40.0
2.9,122.0,28.4,29.7
2.5,120.0,31.6,24.1
1.9,132.0,31.3,24.1
2.5,115.0,34.4,20.4
2.5,127.0,33.7,21.3
2.8,126.0,35.9,18.9
2.3,113.0,34.3,19.4
3.3,124.0,33.5,19.9
2.8,108.0,30.5,24.2
4.8,142.0,30.3,26.2
2.5,125.0,27.0,36.7
2.0,116.0,24.6,41.9
1.8,101.0,23.3,44.5
1.7,101.0,22.4,46.9
1.3,92.0,21.7,50.8
0.7,55.0,21.0,51.9
0.5,42.0,20.5,54.3
0.3,30.0,21.0,53.1
0.5,40.0,19.6,57.1
1.4,69.0,18.2,62.3
3.3,100.0,19.5,57.7
5.8,125.0,21.6,51.7
5.0,174.0,23.9,44.4
3.5,171.0,28.1,35.2
2.9,149.0,31.4,28.6
2.5,124.0,33.7,25.5
2.3,119.0,35.9,20.8
2.4,130.0,37.5,18.1
2.6,143.0,37.7,17.7
3.5,183.0,36.6,20.6
3.9,161.0,32.5,26.0
4.5,170.0,30.8,27.2
3.8,143.0,28.8,30.2
2.8,123.0,26.7,35.4
1.7,89.0,25.3,40.7
1.2,67.0,24.9,41.2
1.6,81.0,23.7,45.1
1.0,54.0,22.5,49.0
0.9,57.0,22.3,50.6
0.5,51.0,20.8,54.4
0.5,58.0,20.3,56.0
1.0,69.0,20.5,54.8
3.5,107.0,21.7,50.6
6.4,151.0,23.4,46.1
2.9,146.0,25.1,43.0
3.4,165.0,30.1,32.8
2.8,159.0,34.7,25.9
2.8,174.0,37.2,23.2
2.8,167.0,39.5,18.3
2.3,137.0,40.6,15.3
1.8,116.0,40.3,16.1
2.0,125.0,40.3,14.2
3.5,194.0,39.6,16.7
4.9,222.0,37.3,23.4
4.6,206.0,33.7,27.7
3.4,162.0,30.7,32.2
2.7,132.0,28.4,35.7
